record_id,polymer_name,repeat_unit_smiles,polymer_class,tg_value,tg_unit,tg_std,measurement_method,source_id,source_type,doi,extraction_method,notes,zenodo_row_index,review_status
rec_zen_00000,,[*]#C[SiH2]C#Cc1cccc(C#[*])c1,Polysiloxanes,345.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.15; n_points=1; reliability=black,0,imported_from_zenodo
rec_zen_02476,,[*]CCCCCCCCCCN(c1ccccc1)c1ncnc(N([*])c2ccccc2)n1,Polyimines,328.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.15; n_points=1; reliability=black,2476,imported_from_zenodo
rec_zen_02477,,[*]CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,Polyimides,492.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=492.15; n_points=1; reliability=black,2477,imported_from_zenodo
rec_zen_02478,,[*]CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCCCCCC(=O)OCCCCCN4C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(CCCCCOC([*])=O)C8=O)cc6C4=O)C5=O)cc3)cc2C1=O,Polyimides,314.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=314.15; n_points=1; reliability=black,2478,imported_from_zenodo
rec_zen_02479,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2C1=O,Polyimides,334.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=334.15; n_points=1; reliability=black,2479,imported_from_zenodo
rec_zen_02480,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCCCCCC(=O)Nc3ccc(Cc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,409.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=409.15; n_points=1; reliability=black,2480,imported_from_zenodo
rec_zen_02481,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCCCCCC(=O)Nc3ccc(NC([*])=O)cc3)C4=O)cc2C1=O,Polyimides,398.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=398.15; n_points=1; reliability=black,2481,imported_from_zenodo
rec_zen_02482,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCCCCCC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,405.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=405.15; n_points=1; reliability=black,2482,imported_from_zenodo
rec_zen_02483,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCCCCCC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)cc2C1=O,Polyimides,395.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=395.15; n_points=1; reliability=black,2483,imported_from_zenodo
rec_zen_02484,,[*]CCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCCCCCC(=O)Nc3cccc(Oc5ccc(NC([*])=O)cc5)c3)C4=O)cc2C1=O,Polyimides,399.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=399.15; n_points=1; reliability=black,2484,imported_from_zenodo
rec_zen_02485,,[*]CCCCCCCCCCNC(=O)CCCCCNC([*])=O,Polyamides,298.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=298.65; n_points=1; reliability=black,2485,imported_from_zenodo
rec_zen_02486,,[*]CCCCCCCCCCNC([*])=O,Polyamides,319.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=319.15; n_points=1; reliability=black,2486,imported_from_zenodo
rec_zen_02487,,[*]CCCCCCCCCCOC([*])=O,Polyesters,227.1,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=227.1; n_points=1; reliability=black,2487,imported_from_zenodo
rec_zen_02488,,[*]CCCCCCCCCCSCCCCCCCCCCC(=O)NCCc1ccc(CCNC([*])=O)cc1,Polysulfides,331.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=331.15; n_points=1; reliability=black,2488,imported_from_zenodo
rec_zen_02489,,[*]CCCCCCCCCC[N+]([*])(C)C,Polyimines,339.05,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=339.05; n_points=1; reliability=black,2489,imported_from_zenodo
rec_zen_02490,,[*]CCCCCCCCCCn1c(=O)c2cc3c(=O)n(CCCCCCCCCCC(=O)Oc4ccc5cc(OC([*])=O)ccc5c4)c(=O)c3cc2c1=O,Polyimides,339.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=339.15; n_points=1; reliability=black,2490,imported_from_zenodo
rec_zen_02491,,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,Polyimides,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black,2491,imported_from_zenodo
rec_zen_02492,,[*]CCCCCCCCN(C)c1ccc(C(=O)c2ccc(N([*])C)cc2)cc1,Polyimines,323.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=323.15; n_points=1; reliability=black,2492,imported_from_zenodo
rec_zen_02493,,[*]CCCCCCCCNC([*])=O,Polyamides,321.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=321.15; n_points=1; reliability=black,2493,imported_from_zenodo
rec_zen_02494,,[*]CCCCCCCC[Si](C)(C)O[Si]([*])(C)C,Polysiloxanes,185.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=185.15; n_points=1; reliability=black,2494,imported_from_zenodo
rec_zen_02495,,[*]CCCCCCCNC([*])=O,Polyamides,310.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=310.15; n_points=1; reliability=black,2495,imported_from_zenodo
rec_zen_02496,,[*]CCCCCCN(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N([*])C(C)C)C(C)C,Polyamides,415.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=415.65; n_points=1; reliability=black,2496,imported_from_zenodo
rec_zen_02497,,[*]CCCCCCN(C)C(=O)CCC(=O)N([*])C,Polyamides,280.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=280.65; n_points=1; reliability=black,2497,imported_from_zenodo
rec_zen_02498,,[*]CCCCCCN(C)C(=O)CCCC(=O)N([*])C,Polyamides,276.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=276.15; n_points=1; reliability=black,2498,imported_from_zenodo
rec_zen_02499,,[*]CCCCCCN(C)c1ccc(C(=O)c2ccc(N([*])C)cc2)cc1,Polyimines,348.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=348.65; n_points=1; reliability=black,2499,imported_from_zenodo
rec_zen_02500,,[*]CCCCCCN(C)c1nc(-c2ccccc2)nc(N([*])C)n1,Polyimines,330.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=330.15; n_points=1; reliability=black,2500,imported_from_zenodo
rec_zen_02501,,[*]CCCCCCN(c1ccccc1)c1ncnc(N([*])c2ccccc2)n1,Polyimines,345.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.15; n_points=1; reliability=black,2501,imported_from_zenodo
rec_zen_02502,,[*]CCCCCCN1C(=O)C(=O)N([*])C1=O,Polyimides,328.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.15; n_points=1; reliability=black,2502,imported_from_zenodo
rec_zen_02503,,[*]CCCCCCN1C(=O)CC(C)(SCCOCCSC2(C)CC(=O)N(CCCCCCN3C(=O)C(C)C(SCCOCCSC4C(=O)N([*])C(=O)C4C)C3=O)C2=O)C1=O,Polyimides,351.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=351.15; n_points=1; reliability=black,2503,imported_from_zenodo
rec_zen_02504,,[*]CCCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2C1=O,Polyimides,380.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=380.15; n_points=1; reliability=black,2504,imported_from_zenodo
rec_zen_02505,,[*]CCCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(OC([*])=O)cc3)cc2C1=O,Polyimides,347.465,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=347.465; n_points=1; reliability=black,2505,imported_from_zenodo
rec_zen_02506,,[*]CCCCCCNC([*])=O,Polyamides,325.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=325.15; n_points=1; reliability=black,2506,imported_from_zenodo
rec_zen_02507,,[*]CCCCCCOC([*])=O,Polyesters,259.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=259.15; n_points=1; reliability=black,2507,imported_from_zenodo
rec_zen_02508,,[*]CCCCCCSCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,Polysulfides,338.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=338.15; n_points=1; reliability=black,2508,imported_from_zenodo
rec_zen_02509,,[*]CCCCCC[Si](C)(C)O[Si]([*])(C)C,Polysiloxanes,183.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=183.15; n_points=1; reliability=black,2509,imported_from_zenodo
rec_zen_02510,,[*]CCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2C1=O,Polyimides,391.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=391.15; n_points=1; reliability=black,2510,imported_from_zenodo
rec_zen_02511,,[*]CCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(C4(c5ccc(OC([*])=O)cc5)CCCCC4)cc3)cc2C1=O,Polyimides,395.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=395.15; n_points=1; reliability=black,2511,imported_from_zenodo
rec_zen_02512,,[*]CCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(OC([*])=O)cc3)cc2C1=O,Polyimides,362.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=362.15; n_points=1; reliability=black,2512,imported_from_zenodo
rec_zen_02513,,[*]CCCCCN1C(=O)c2ccc(C(=O)Oc3ccc4ccc(OC([*])=O)cc4c3)cc2C1=O,Polyimides,386.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=386.15; n_points=1; reliability=black,2513,imported_from_zenodo
rec_zen_02514,,[*]CCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCC(=O)Nc3ccc(Cc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,460.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=460.15; n_points=1; reliability=black,2514,imported_from_zenodo
rec_zen_02515,,[*]CCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCC(=O)Nc3ccc(NC([*])=O)cc3)C4=O)cc2C1=O,Polyimides,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,2515,imported_from_zenodo
rec_zen_02516,,[*]CCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,468.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=468.15; n_points=1; reliability=black,2516,imported_from_zenodo
rec_zen_02517,,[*]CCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)cc2C1=O,Polyimides,431.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=431.15; n_points=1; reliability=black,2517,imported_from_zenodo
rec_zen_02518,,[*]CCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCC(=O)Nc3cccc(Oc5ccc(NC([*])=O)cc5)c3)C4=O)cc2C1=O,Polyimides,443.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=443.15; n_points=1; reliability=black,2518,imported_from_zenodo
rec_zen_02519,,[*]CCCCCSC([*])=O,Polyesters,292.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=292.15; n_points=1; reliability=black,2519,imported_from_zenodo
rec_zen_02520,,[*]CCCCCSSCCCCC[*],Polysulfides,208.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=208.15; n_points=1; reliability=black,2520,imported_from_zenodo
rec_zen_02521,,[*]CCCCCSSSCCCCC[*],Polysulfides,203.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=203.15; n_points=1; reliability=black,2521,imported_from_zenodo
rec_zen_02522,,[*]CCCCCSSSSCCCCC[*],Polysulfides,197.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=197.15; n_points=1; reliability=black,2522,imported_from_zenodo
rec_zen_02523,,[*]CCCCC[Si]([*])(C)c1ccccc1,Polysiloxanes,262.75,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=262.75; n_points=1; reliability=black,2523,imported_from_zenodo
rec_zen_02524,,[*]CCCCCn1c(=O)c2cc3c(=O)n(CCCCCC(=O)Oc4ccc(OC([*])=O)cc4-c4ccccc4)c(=O)c3cc2c1=O,Polyimides,355.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=355.15; n_points=1; reliability=black,2524,imported_from_zenodo
rec_zen_02525,,[*]CCCCCn1c(=O)c2cc3c(=O)n(CCCCCC(=O)Oc4ccc(OC([*])=O)cc4Cl)c(=O)c3cc2c1=O,Polyimides,360.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=360.15; n_points=1; reliability=black,2525,imported_from_zenodo
rec_zen_02526,,[*]CCCCCn1c(=O)c2cc3c(=O)n(CCCCCC(=O)Oc4ccc(Oc5ccc(OC([*])=O)cc5)cc4)c(=O)c3cc2c1=O,Polyimides,364.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=364.15; n_points=1; reliability=black,2526,imported_from_zenodo
rec_zen_02527,,[*]CCCCCn1c(=O)c2cc3c(=O)n(CCCCCC(=O)Oc4ccc5ccc(OC([*])=O)cc5c4)c(=O)c3cc2c1=O,Polyimides,371.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=371.15; n_points=1; reliability=black,2527,imported_from_zenodo
rec_zen_02528,,[*]CCCCN(C)S(=O)(=O)c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(S(=O)(=O)N([*])C)cc4)cc3)cc2)cc1,Polyoxides,393.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=393.15; n_points=1; reliability=black,2528,imported_from_zenodo
rec_zen_02529,,[*]CCCCN(c1ccccc1)c1ncnc(N([*])c2ccccc2)n1,Polyimines,364.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=364.15; n_points=1; reliability=black,2529,imported_from_zenodo
rec_zen_02530,,[*]CCCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,Polyimides,484.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=484.15; n_points=1; reliability=black,2530,imported_from_zenodo
rec_zen_02531,,[*]CCCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2C1=O,Polyimides,396.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=396.15; n_points=1; reliability=black,2531,imported_from_zenodo
rec_zen_02532,,[*]CCCCN1C(=O)c2ccc(C(=O)Oc3ccc(OC([*])=O)cc3)cc2C1=O,Polyimides,362.465,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=362.465; n_points=1; reliability=black,2532,imported_from_zenodo
rec_zen_02533,,[*]CCCCNC(=O)CCCCC(=O)NCCCP([*])(C)=O,Polyamides,332.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=332.15; n_points=1; reliability=black,2533,imported_from_zenodo
rec_zen_02534,,[*]CCCCOC([*])=O,Polyesters,207.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=207.15; n_points=1; reliability=black,2534,imported_from_zenodo
rec_zen_02535,,[*]CCCCOCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,Polyoxides,343.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=343.15; n_points=1; reliability=black,2535,imported_from_zenodo
rec_zen_02536,,[*]CCCCSCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,Polysulfides,343.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=343.15; n_points=1; reliability=black,2536,imported_from_zenodo
rec_zen_02537,,[*]CCCCn1c(=O)c2cc3c(=O)n(CCC([*])C)c(=O)c3cc2c1=O,Polyimides,408.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=408.15; n_points=1; reliability=black,2537,imported_from_zenodo
rec_zen_02538,,[*]CCCN(C)c1ccc(C(=O)c2ccc(N([*])C)cc2)cc1,Polyimines,374.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=374.15; n_points=1; reliability=black,2538,imported_from_zenodo
rec_zen_02539,,[*]CCCN([*])C,Polyimines,235.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=235.65; n_points=1; reliability=black,2539,imported_from_zenodo
rec_zen_02540,,[*]CCCN([*])C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Polyimines,298.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=298.15; n_points=1; reliability=black,2540,imported_from_zenodo
rec_zen_02541,,[*]CCCN([*])C(=O)CC,Polyimines,281.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=281.15; n_points=1; reliability=black,2541,imported_from_zenodo
rec_zen_02542,,[*]CCCN([*])C(=O)CCCCC,Polyimines,257.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=257.15; n_points=1; reliability=black,2542,imported_from_zenodo
rec_zen_02543,,[*]CCCN([*])C(=O)c1ccccc1,Polyimines,345.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.15; n_points=1; reliability=black,2543,imported_from_zenodo
rec_zen_02544,,[*]CCCN([*])C(C)=O,Polyimines,303.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=303.15; n_points=1; reliability=black,2544,imported_from_zenodo
rec_zen_02545,,[*]CCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,Polyimides,483.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=483.15; n_points=1; reliability=black,2545,imported_from_zenodo
rec_zen_02546,,[*]CCCN1C(=O)CC([*])CC1=O,Polyimides,363.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=363.15; n_points=1; reliability=black,2546,imported_from_zenodo
rec_zen_02547,,[*]CCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCC[Si](C)(C)O[Si]([*])(C)C)C4=O)cc2C1=O,Polyimides,348.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=348.15; n_points=1; reliability=black,2547,imported_from_zenodo
rec_zen_02548,,[*]CCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5ccc6c(c5)C(=O)N(CC([*])C)C6=O)cc4)cc3)cc2C1=O,Polyimides,428.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=428.15; n_points=1; reliability=black,2548,imported_from_zenodo
rec_zen_02549,,[*]CCCN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2C1=O,Polyimides,405.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=405.15; n_points=1; reliability=black,2549,imported_from_zenodo
rec_zen_02550,,[*]CCCN1C(=O)c2ccc(C(=O)Oc3ccc(OC([*])=O)cc3)cc2C1=O,Polyimides,405.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=405.15; n_points=1; reliability=black,2550,imported_from_zenodo
rec_zen_02551,,[*]CCCN1C(=O)c2ccc(C(=O)Oc3ccc4cc(OC(=O)c5ccc6c(c5)C(=O)N(CC([*])C)C6=O)ccc4c3)cc2C1=O,Polyimides,403.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=403.15; n_points=1; reliability=black,2551,imported_from_zenodo
rec_zen_02552,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)Nc3ccc(Cc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,468.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=468.15; n_points=1; reliability=black,2552,imported_from_zenodo
rec_zen_02553,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)Nc3ccc(NC([*])=O)cc3)C4=O)cc2C1=O,Polyimides,482.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=482.15; n_points=1; reliability=black,2553,imported_from_zenodo
rec_zen_02554,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,Polyimides,471.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=471.15; n_points=1; reliability=black,2554,imported_from_zenodo
rec_zen_02555,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)cc2C1=O,Polyimides,451.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=451.15; n_points=1; reliability=black,2555,imported_from_zenodo
rec_zen_02556,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)Nc3cccc(Oc5ccc(NC([*])=O)cc5)c3)C4=O)cc2C1=O,Polyimides,461.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=461.15; n_points=1; reliability=black,2556,imported_from_zenodo
rec_zen_02557,,[*]CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCC[Si](C)(C)O[Si]([*])(C)C)C4=O)cc2C1=O,Polyimides,341.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=341.15; n_points=1; reliability=black,2557,imported_from_zenodo
