record_id,polymer_name,repeat_unit_smiles,polymer_class,tg_value,tg_unit,tg_std,measurement_method,source_id,source_type,doi,extraction_method,notes
rec_zen_00017,,[*]/C(C)=C(/[*])[Ge](C)(C)C,other,523.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=523.15; n_points=1; reliability=black
rec_zen_01608,,[*]CC([*])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,poly(meth)acrylate,282.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=282.15; n_points=1; reliability=black
rec_zen_01615,,[*]CC([*])C(=O)OC1CCCCCCCCCCC1,poly(meth)acrylate,310.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=310.15; n_points=1; reliability=black
rec_zen_01616,Poly(cyanomethyl acrylate),[*]CC([*])C(=O)OCC#N,other,296.0,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=Nguyen; tg_range=296; n_points=1; reliability=black
rec_zen_01618,,[*]CC([*])C(=O)OCC(C)CC,poly(meth)acrylate,241.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=241.15; n_points=1; reliability=black
rec_zen_01632,,[*]CC([*])C(=O)OCC(F)(F)F,poly(meth)acrylate,276.25,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=276.25; n_points=1; reliability=black
rec_zen_01643,,[*]CC([*])C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,poly(meth)acrylate,288.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=288.15; n_points=1; reliability=black
rec_zen_01662,,[*]CC([*])C(=O)OCCCCCn1c2ccccc2c2ccccc21,poly(meth)acrylate,326.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=326.15; n_points=1; reliability=black
rec_zen_01665,,[*]CC([*])C(=O)OCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,poly(meth)acrylate,309.85,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=309.85; n_points=1; reliability=black
rec_zen_01669,,[*]CC([*])C(=O)OCCCOCC,poly(meth)acrylate,211.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=211.65; n_points=1; reliability=black
rec_zen_01670,,[*]CC([*])C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,poly(meth)acrylate,327.4,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=327.4; n_points=1; reliability=black
rec_zen_01672,,[*]CC([*])C(=O)OCCCOc1ccc(C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,poly(meth)acrylate,321.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=321.15; n_points=1; reliability=black
rec_zen_01677,,[*]CC([*])C(=O)OCCCn1c2ccccc2c2ccccc21,poly(meth)acrylate,356.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=356.15; n_points=1; reliability=black
rec_zen_01701,,[*]CC([*])C(=O)OCF,poly(meth)acrylate,288.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=288.15; n_points=1; reliability=black
rec_zen_01702,,[*]CC([*])C(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,poly(meth)acrylate,454.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=454.15; n_points=1; reliability=black
rec_zen_01706,,[*]CC([*])C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,poly(meth)acrylate,418.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=418.15; n_points=1; reliability=black
rec_zen_01721,,[*]CC([*])C(=O)Oc1ccc(C(C)(C)C)cc1,poly(meth)acrylate,344.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=344.15; n_points=1; reliability=black
rec_zen_01728,,[*]CC([*])C(=O)Oc1cccc(C(=O)OCC)c1,poly(meth)acrylate,297.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=297.15; n_points=1; reliability=black
rec_zen_01730,,[*]CC([*])C(=O)Oc1cccc(N(C)C)c1,poly(meth)acrylate,320.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=320.15; n_points=1; reliability=black
rec_zen_01737,,[*]CC([*])C(=O)Oc1ccccc1Cl,poly(meth)acrylate,591.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=591.15; n_points=1; reliability=black
rec_zen_01740,,[*]CC([*])C(=O)c1ccc(C(C)(C)C)cc1,other,376.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=376.65; n_points=1; reliability=black
rec_zen_01741,,[*]CC([*])C(=O)c1ccc(C(C)C)cc1,other,335.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=335.65; n_points=1; reliability=black
rec_zen_01747,,[*]CC([*])C(=O)c1ccc(OC)cc1,other,319.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=319.15; n_points=1; reliability=black
rec_zen_01755,,[*]CC([*])CC(C)(C)C,polyolefin,463.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=463.15; n_points=1; reliability=black
rec_zen_01758,,[*]CC([*])CC1CCCCC1,polyolefin,348.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=348.15; n_points=1; reliability=black
rec_zen_01765,,[*]CC([*])CCCCCCCCCCCCCCCC,polyolefin,328.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.15; n_points=1; reliability=black
rec_zen_01775,,[*]CC([*])CNc1ccc([N+](=O)[O-])cc1C,other,424.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=424.15; n_points=1; reliability=black
rec_zen_01782,,[*]CC([*])Cc1ccccc1,other,343.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=343.15; n_points=1; reliability=black
rec_zen_01783,,[*]CC([*])Cc1ccccc1C,other,353.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=353.15; n_points=1; reliability=black
rec_zen_01786,,[*]CC([*])N1CCCCCC1=O,other,447.75,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=447.75; n_points=1; reliability=black
rec_zen_01790,,[*]CC([*])OC(=O)C(C)(C(C)C)C(C)C,other,393.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=393.15; n_points=1; reliability=black
rec_zen_01793,,[*]CC([*])OC(=O)C(C)(C)CC(C)(C)C,other,328.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.15; n_points=1; reliability=black
rec_zen_01803,,[*]CC([*])OC(=O)C1(C)CCCCC1,other,359.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=359.15; n_points=1; reliability=black
rec_zen_01807,poly(vinyl cinnamate),[*]CC([*])OC(=O)C=Cc1ccccc1,other,350.0,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=Uchicago; tg_range=350; n_points=1; reliability=black
rec_zen_01817,,[*]CC([*])OC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,other,310.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=310.15; n_points=1; reliability=black
rec_zen_01820,,[*]CC([*])OC(=O)c1ccc(C(C)C)cc1,other,340.85,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=340.85; n_points=1; reliability=black
rec_zen_01832,,[*]CC([*])OC(=O)c1cccc(OC)c1,other,317.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=317.15; n_points=1; reliability=black
rec_zen_01844,,[*]CC([*])OCC(C)(C)CC,other,282.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=282.15; n_points=1; reliability=black
rec_zen_01858,,[*]CC([*])P(=O)(OCC)N(C)C,other,305.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=305.15; n_points=1; reliability=black
rec_zen_01860,,[*]CC([*])P(=O)(c1ccccc1)c1ccccc1,other,400.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=400.65; n_points=1; reliability=black
rec_zen_01864,,[*]CC([*])[Si](C)(C)C,other,410.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=410.15; n_points=1; reliability=black
rec_zen_01872,,[*]CC([*])c1c(F)c(F)c(P(=O)(O)O)c(F)c1F,polystyrene,603.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=603.15; n_points=1; reliability=black
rec_zen_01880,,[*]CC([*])c1cc(Br)ccc1OCCC,polystyrene,327.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=327.15; n_points=1; reliability=black
rec_zen_01882,,[*]CC([*])c1cc(Br)ccc1OCCCC,polystyrene,320.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=320.15; n_points=1; reliability=black
rec_zen_01883,,[*]CC([*])c1cc(Br)ccc1OCCCCC,polystyrene,322.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=322.15; n_points=1; reliability=black
rec_zen_01888,,[*]CC([*])c1cc(C(=O)OCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,polystyrene,330.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=330.15; n_points=1; reliability=black
rec_zen_01893,,[*]CC([*])c1cc(C(C)(C)C)ccc1C,polystyrene,360.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=360.15; n_points=1; reliability=black
rec_zen_01894,,[*]CC([*])c1cc(C(F)(F)F)cc(C(F)(F)F)c1,polystyrene,389.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=389.15; n_points=1; reliability=black
rec_zen_01902,,[*]CC([*])c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2ccccc2-3)cc1,polystyrene,354.4,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=354.4; n_points=1; reliability=black
rec_zen_01915,,[*]CC([*])c1ccc(C(=O)CC)cc1,polystyrene,375.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=375.15; n_points=1; reliability=black
rec_zen_01919,,[*]CC([*])c1ccc(C(=O)CCCCCCC)cc1,polystyrene,323.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=323.15; n_points=1; reliability=black
rec_zen_01922,,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,polystyrene,351.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=351.15; n_points=1; reliability=black
rec_zen_01928,,[*]CC([*])c1ccc(C(=O)OCC(C)C)cc1,polystyrene,363.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=363.15; n_points=1; reliability=black
rec_zen_01941,,[*]CC([*])c1ccc(C(C)(O)CCCCC)cc1,polystyrene,373.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=373.15; n_points=1; reliability=black
rec_zen_01945,,[*]CC([*])c1ccc(C(O)C(F)(F)F)cc1,polystyrene,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black
rec_zen_01952,,[*]CC([*])c1ccc(CC)cc1,polystyrene,344.55,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=344.55; n_points=1; reliability=black
rec_zen_01979,,[*]CC([*])c1ccc(COc2ccc(-c3ccc(-c4ccc(C)s4)c4nsnc34)cc2)cc1,polystyrene,403.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=403.15; n_points=1; reliability=black
rec_zen_02036,,[*]CC([*])c1ccccc1COC,polystyrene,362.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=362.15; n_points=1; reliability=black
rec_zen_02057,,[*]CC([*])n1cncn1,other,438.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=438.15; n_points=1; reliability=black
rec_zen_02063,,[*]CC(c1ccccc1)C1C(=O)N(CCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3Cl)c(C)c2)C(=O)C1[*],polyimide,422.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=422.15; n_points=1; reliability=black
rec_zen_02069,,[*]CC(c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C1[*],polyimide,494.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=494.15; n_points=1; reliability=black
rec_zen_02080,,[*]CC1=CCC(C([*])(C)C)CC1,other,350.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=350.15; n_points=1; reliability=black
rec_zen_02091,,[*]CC1C(=O)OC(=O)C1C([*])OCC(C)C,other,418.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=418.15; n_points=1; reliability=black
rec_zen_02094,,[*]CC1CC([*])C(=O)OC1=O,other,413.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=413.15; n_points=1; reliability=black
rec_zen_02098,,[*]CC1CCC(N2C(=O)C3C4C=CC(C5C(=O)N(C6CCC([*])CC6C)C(=O)C45)C3C2=O)C(C)C1,polyimide,514.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=514.15; n_points=1; reliability=black
rec_zen_02110,,[*]CC=CC[Si]([*])(C)C,polysiloxane,215.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=215.65; n_points=1; reliability=black
rec_zen_02114,,[*]CC=CC[Si]([*])(C)c1ccccc1,polysiloxane,272.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=272.15; n_points=1; reliability=black
rec_zen_02115,,[*]CC=CC[Si]([*])(C=C)C=C,polysiloxane,208.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=208.15; n_points=1; reliability=black
rec_zen_02119,,[*]CCC(=O)NCCCCCCCCCCCCNC(=O)CCP([*])(C)=O,polyamide,317.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=317.15; n_points=1; reliability=black
rec_zen_02126,,[*]CCC(=O)OC1COC2C(OC([*])=O)COC12,polyether,350.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=350.15; n_points=1; reliability=black
rec_zen_02133,,[*]CCC(=O)OCCOCCOC([*])=O,polyether,234.95,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=234.95; n_points=1; reliability=black
rec_zen_02138,,[*]CCC(C(=O)OC)C([*])C(=O)OC,poly(meth)acrylate,304.35,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=304.35; n_points=1; reliability=black
rec_zen_02142,,[*]CCC(C)C([*])C,polyolefin,247.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=247.15; n_points=1; reliability=black
rec_zen_02157,,[*]CCC(F)(F)CC[Si](C)(CCC(F)(F)F)O[Si]([*])(C)CCC(F)(F)F,polysiloxane,235.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=235.15; n_points=1; reliability=black
rec_zen_02164,,[*]CCC/N=C/c1cc(Cc2ccc(O)c(/C=N/CCC[Si](C)(C)O[Si]([*])(C)C)c2)ccc1O,other,221.525,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=221.525; n_points=1; reliability=black
rec_zen_02168,,[*]CCC1(CCC(=O)N2CCN(C([*])=O)CC2)c2ccccc2-c2ccccc21,polyamide,418.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=418.15; n_points=1; reliability=black
rec_zen_02177,,[*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[*],polyimide,328.55,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.55; n_points=1; reliability=black
rec_zen_02178,,[*]CCC1C(=O)N(CCCCCCCCCCCCCC)C(=O)C1[*],polyimide,335.55,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=335.55; n_points=1; reliability=black
rec_zen_02182,,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*],polyimide,468.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=468.15; n_points=1; reliability=black
rec_zen_02184,,[*]CCC1CC([*])C2C1C1CC2C(C)(C(=O)OC)C1,poly(meth)acrylate,419.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=419.15; n_points=1; reliability=black
rec_zen_02191,,[*]CCCC(=O)OCCCCCCNC([*])=O,polyester,255.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=255.15; n_points=1; reliability=black
rec_zen_02206,,[*]CCCC1(C)CCN(C(=O)CCC(=O)N2CCC([*])(C)CC2)CC1,polyamide,372.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=372.15; n_points=1; reliability=black
rec_zen_02210,,[*]CCCCC(=O)NC(Cc1ccccc1)C(=O)OC/C=C/COC(=O)C(Cc1ccccc1)NC([*])=O,polyester,334.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=334.15; n_points=1; reliability=black
rec_zen_02215,,[*]CCCCC(=O)NCC1CCCC(CNC([*])=O)C1,polyamide,380.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=380.15; n_points=1; reliability=black
rec_zen_02223,,[*]CCCCC(=O)NCCCCCCCCNC([*])=O,polyamide,323.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=323.15; n_points=1; reliability=black
rec_zen_02226,,[*]CCCCC(=O)NCCCCNC([*])=O,polyamide,331.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=331.15; n_points=1; reliability=black
rec_zen_02227,,[*]CCCCC(=O)NCCCOCCCNC([*])=O,polyether,307.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=307.15; n_points=1; reliability=black
rec_zen_02229,,[*]CCCCC(=O)NCCCP(CCCNC([*])=O)c1ccccc1,polyamide,322.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=322.15; n_points=1; reliability=black
rec_zen_02252,,[*]CCCCC(=O)OCC(O)COc1ccc(OCC(O)COC([*])=O)cc1,polyether,292.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=292.15; n_points=1; reliability=black
rec_zen_02264,,[*]CCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,polyester,439.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=439.15; n_points=1; reliability=black
rec_zen_02266,,[*]CCCCC(=O)Oc1ccc(OC([*])=O)cc1,polyester,363.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=363.15; n_points=1; reliability=black
rec_zen_02268,,[*]CCCCC(C)(C)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C)C)cc5C4=O)cc3)cc1)C2=O,polyimide,443.05,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=443.05; n_points=1; reliability=black
rec_zen_02276,,[*]CCCCCC(=O)Nc1ccc(NC([*])=O)cc1,polyamide,406.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=406.15; n_points=1; reliability=black
rec_zen_02280,,[*]CCCCCC(=O)OCCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N([*])C)cc2)cc1,polyester,333.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=333.65; n_points=1; reliability=black
rec_zen_02287,,[*]CCCCCC([*])C,polyolefin,207.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=207.15; n_points=1; reliability=black
rec_zen_02298,,[*]CCCCCCC(=O)Nc1ccc(OC2COC3C(Oc4ccc(NC([*])=O)cc4)COC23)cc1,polyether,345.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.65; n_points=1; reliability=black
rec_zen_02299,,[*]CCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,polyether,453.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=453.15; n_points=1; reliability=black
rec_zen_02306,,[*]CCCCCCC(=O)OCCCCCCCCCCOC([*])=O,polyester,251.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=251.15; n_points=1; reliability=black
rec_zen_02312,,[*]CCCCCCC(Cl)C([*])Cl,fluoropolymer,255.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=255.15; n_points=1; reliability=black
rec_zen_02317,,[*]CCCCCCCC(=O)Nc1ccc(NC([*])=O)cc1,polyamide,403.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=403.15; n_points=1; reliability=black
rec_zen_02318,,[*]CCCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,polyether,433.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=433.15; n_points=1; reliability=black
rec_zen_02328,,[*]CCCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,polystyrene,277.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=277.15; n_points=1; reliability=black
rec_zen_02345,,[*]CCCCCCCCC(=O)NCCCCCCCCCCCNC([*])=O,polyamide,313.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=313.15; n_points=1; reliability=black
rec_zen_02351,,[*]CCCCCCCCC(=O)NNC(=O)OCCCCCCCCCCOC(=O)NNC([*])=O,polyamide,307.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=307.15; n_points=1; reliability=black
rec_zen_02354,,[*]CCCCCCCCC(=O)NNC(=O)OCCCCCOC(=O)NNC([*])=O,polyamide,293.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=293.15; n_points=1; reliability=black
